column	type	label	min	max
sedating_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for sedating antihistamines > 10 years prior to index date	10753	17912
sedating_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for sedating antihistamines > 10 years prior to index date	0	1
mucolyt_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months mucolytics for > 10 years prior to index date	10771	17904
mucolyt_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months mucolytics for > 10 years prior to index date	0	1
systemicn_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for systemic nasal decongestants > 10 years prior to index date	10948	17916
systemicn_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for systemic nasal decongestants > 10 years prior to index date	0	1
respmisc_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for miscellaneous respiratory drugs > 10 years prior to index date	10721	17307
respmisc_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for miscellaneous respiratory drugs > 10 years prior to index date	0	1
nonbenz_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for hypnotics > 10 years prior to index date	10868	17903
nonbenz_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for hypnotics > 10 years prior to index date	0	1
antipsyc_1_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for first generation antipsychotics > 10 years prior to index date	10595	17674
antipsyc_1_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for first generation antipsychotics > 10 years prior to index date	0	1
antipsyc_2_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for second generation antipsychotics > 10 years prior to index date	11473	17713
antipsyc_2_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for second generation antipsychotics > 10 years prior to index date	0	1
tricyclic_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for tricyclic > 10 years prior to index date	10055	18094
tricyclic_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for tricyclic > 10 years prior to index date	0	1
ssri_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for SSRI > 10 years prior to index date	11056	17664
ssri_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for SSRI > 10 years prior to index date	0	1
otheranti_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for other antidepressant > 10 years prior to index date	11176	18011
otheranti_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for other antidepressant > 10 years prior to index date	0	1
nausea_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for drug used in nausea/vertigo > 10 years prior to index date	10176	18065
nausea_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for drug used in nausea/vertigo > 10 years prior to index date	0	1
nonopioid_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for non-opioid > 10 years prior to index date	10115	17819
nonopioid_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for non-opioid > 10 years prior to index date	0	1
opioid_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for opioid > 10 years prior to index date	10577	17902
opioid_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for opioid > 10 years prior to index date	0	1
migraine_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for migraine drug > 10 years prior to index date	10365	17484
migraine_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for migraine drug > 10 years prior to index date	0	1
epilep_drug_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for epilepsy drug > 10 years prior to index date	10597	17860
epilep_drug_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for epilepsy drug > 10 years prior to index date	0	1
parkinsons_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for Parkinsons drug > 10 years prior to index date	11599	17640
parkinsons_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for Parkinsons drug > 10 years prior to index date	0	1
benzo_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for benzodiazepines > 10 years prior to index date	10077	17722
benzo_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for benzodiazepines > 10 years prior to index date	0	1
compound_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for non-opioid/compound analgesic > 10 years prior to index date	10198	18028
compound_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for non-opioid/compound analgesic > 10 years prior to index date	0	1
neuropath_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for neuropathid pain drug > 10 years prior to index date	12953	17486
neuropath_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for neuropathid pain drug > 10 years prior to index date	0	1
penicillin_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for penicillin > 10 years prior to index date	10321	17983
penicillin_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for penicillin > 10 years prior to index date	0	1
cephalosporins_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for cephalosporins > 10 years prior to index date	10239	17864
cephalosporins_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for cephalosporins > 10 years prior to index date	0	1
tetracyclines_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for tetracyclines > 10 years prior to index date	10398	17392
tetracyclines_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for tetracyclines > 10 years prior to index date	0	1
macrolides_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for macrolides > 10 years prior to index date	10707	17750
macrolides_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for macrolides > 10 years prior to index date	0	1
sulpho_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for sulphonamides > 10 years prior to index date	10471	17864
sulpho_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for sulphonamides > 10 years prior to index date	0	1
metro_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for metronidazole > 10 years prior to index date	11674	17863
metro_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for metronidazole > 10 years prior to index date	0	1
quinolones_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for quinolones > 10 years prior to index date	11442	17659
quinolones_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for quinolones > 10 years prior to index date	0	1
nitrofur_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for nitrofurantoin > 10 years prior to index date	10574	17822
nitrofur_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for nitrofurantoin > 10 years prior to index date	0	1
antifungal_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for antifungal > 10 years prior to index date	10976	17986
antifungal_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for antifungal > 10 years prior to index date	0	1
herpes_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for herpes drug > 10 years prior to index date	11378	18105
herpes_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for herpes drug > 10 years prior to index date	0	1
corticosteroid_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for corticosteroid > 10 years prior to index date	10359	17759
corticosteroid_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for corticosteroid > 10 years prior to index date	0	1
insulins_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for insulins > 10 years prior to index date	11834	17336
insulins_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for insulins > 10 years prior to index date	0	1
sulphon_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for sulphonylureas > 10 years prior to index date	10603	18112
sulphon_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for sulphonylureas > 10 years prior to index date	0	1
biguanides_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for biguanides > 10 years prior to index date	10582	17701
biguanides_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for biguanides > 10 years prior to index date	0	1
metformin_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for metformin > 10 years prior to index date	10582	17701
metformin_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for metformin > 10 years prior to index date	0	1
otherantidiab_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for other antidiabetic drugs > 10 years prior to index date	11792	17933
otherantidiab_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for other antidiabetic drugs > 10 years prior to index date	0	1
thyroidhorm_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for thyroid hormones > 10 years prior to index date	9932	17680
thyroidhorm_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for thyroid hormones > 10 years prior to index date	0	1
antithy_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for antithyroid drugs > 10 years prior to index date	11546	17447
antithy_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for antithyroid drugs > 10 years prior to index date	0	1
oestrogen_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for oestrogen/HRT > 10 years prior to index date	10505	17484
oestrogen_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for oestrogen/HRT > 10 years prior to index date	0	1
bisphos_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for bisphosphonates > 10 years prior to index date	11420	17814
bisphos_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for bisphosphonates > 10 years prior to index date	0	1
progest_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for progesterones > 10 years prior to index date	10640	16387
progest_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for progesterones > 10 years prior to index date	0	1
combined_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for combined hormonal contraceptives > 10 years prior to index date	10297	17154
combined_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for combined hormonal contraceptives > 10 years prior to index date	0	1
urinary_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for urinary incontinence drugs > 10 years prior to index date	10876	17916
urinary_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for urinary incontinence drugs > 10 years prior to index date	0	1
phospho_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for phosphodiesterase > 10 years prior to index date	14287	17701
phospho_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for phosphodiesterase > 10 years prior to index date	0	1
immunes_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for immunosuppressants > 10 years prior to index date	Inf	-Inf
immunes_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for immunosuppressants > 10 years prior to index date	0	0
oraliron_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for oral iron > 10 years prior to index date	10455	17686
oraliron_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for oral iron > 10 years prior to index date	0	1
megaloblast_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for megaloblast > 10 years prior to index date	10449	17534
megaloblast_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for megaloblast > 10 years prior to index date	0	1
potassium_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for oral potassium > 10 years prior to index date	10773	17017
potassium_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for oral potassium > 10 years prior to index date	0	1
calcium_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for calcium > 10 years prior to index date	10920	17814
calcium_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for calcium > 10 years prior to index date	0	1
vitaminb_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for vitamin B > 10 years prior to index date	10549	16989
vitaminb_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for vitamin B > 10 years prior to index date	0	1
vitamind_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for vitamin D > 10 years prior to index date	10934	17902
vitamind_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for vitamin D > 10 years prior to index date	0	1
multivit_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for multivitamin > 10 years prior to index date	10631	17353
multivit_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for multivitamin > 10 years prior to index date	0	1
calciumd_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for calcium/vitamin D > 10 years prior to index date	13563	17706
calciumd_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for calcium/vitamin D > 10 years prior to index date	0	1
nsaids_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for NSAIDS > 10 years prior to index date	10161	18046
nsaids_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for NSAIDS > 10 years prior to index date	0	1
goutdrug_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for gout drug > 10 years prior to index date	10163	17175
goutdrug_alt_gt10	numeric	Flag: Ever have 2+ PRODCODES w/in 6 months for gout drug > 10 years prior to index date	0	1
nasal_alt_gt10_date	numeric	1st Prescription Event Date: Ever have 2+ PRODCODES w/in 6 months for corticosteroid used in nasal allergy > 10 years prior to index date	10356	17847
